feature_id,fold,importance
ILMN_2197365__signal,3,0.030693336685049945
ILMN_1781285__signal,3,0.05631109087129214
ILMN_1669523__signal,3,0.10050529896318738
ILMN_1720829__signal,3,0.004572581458736094
ILMN_2188333__signal,3,0.0328950043899328
ILMN_1751607__signal,3,0.15134951138756006
ILMN_1672496__signal,3,0.025667689594277614
ILMN_1746408__signal,3,0.016568460828577644
ILMN_2376403__signal,3,0.028063753873993985
ILMN_1735014__signal,3,0.009277870535242955
ILMN_1775708__signal,3,0.01678391808610683
ILMN_1728870__signal,3,0.004998299757033882
ILMN_1753111__signal,3,0.07664504950408359
ILMN_1679727__signal,3,0.02062535996317708
ILMN_1762899__signal,3,0.08677837601260494
ILMN_1702691__signal,3,0.0007351618315245287
ILMN_1718977__signal,3,0.008555327641541868
ILMN_1703123__signal,3,0.04328166514222758
ILMN_1711069__signal,3,0.00011443984069590617
ILMN_2086077__signal,3,0.0016410093991867055
ILMN_1782305__signal,3,0.050318426689794415
ILMN_1658494__signal,3,0.030656515431873848
ILMN_1656011__signal,3,0.0016764283360357853
ILMN_1775336__signal,3,0.02404564270712638
ILMN_2207291__signal,3,0.022876839254908514
ILMN_1659936__signal,3,0.03633894134785975
ILMN_1773154__pvalue,3,0.07629427488508785
ILMN_2197365__pvalue,3,0.05098122381972922
ILMN_1720829__pvalue,3,0.03375450262983714
ILMN_1696935__pvalue,3,0.03608707809105949
ILMN_1748124__pvalue,3,0.03962445083536931
ILMN_1751607__pvalue,3,0.11565401757970618
ILMN_1713266__pvalue,3,0.01006157985364461
ILMN_2373266__pvalue,3,0.019737778534216904
ILMN_3236653__pvalue,3,0.04171648504145186
ILMN_1746525__pvalue,3,0.0007274272348610196
ILMN_1696911__pvalue,3,0.023693000673228055
ILMN_2134538__pvalue,3,0.01821018617555578
ILMN_1661599__pvalue,3,0.03041720631068852
ILMN_3246273__pvalue,3,0.029604200739993206
ILMN_1720088__pvalue,3,0.013213926055506177
ILMN_2073235__pvalue,3,0.022370722674017806
ILMN_1672496__pvalue,3,0.014289220075670657
ILMN_2038775__pvalue,3,0.025502578039222294
ILMN_1775708__pvalue,3,0.07902884018365987
ILMN_1753111__pvalue,3,0.08700622100321805
ILMN_3244646__pvalue,3,0.026743416823463453
ILMN_1762899__pvalue,3,0.10555398130788442
ILMN_3227315__pvalue,3,0.008459485544073624
ILMN_3275771__pvalue,3,0.017675785247041283
ILMN_2150654__pvalue,3,0.09180217991462816
ILMN_2234016__pvalue,3,0.00592349926113875
ILMN_1681871__pvalue,3,0.0195368617297917
ILMN_1718977__pvalue,3,0.059533123509004304
ILMN_1651278__pvalue,3,0.033341893180142274
ILMN_1703123__pvalue,3,0.08520718630202427
ILMN_1746968__pvalue,3,0.021431433907551
ILMN_2086077__pvalue,3,0.044603175849849984
ILMN_1782305__pvalue,3,0.0492774686399826
ILMN_2096747__pvalue,3,0.04306557171432377
ILMN_1654583__pvalue,3,0.03418380885507029
ILMN_3248703__pvalue,3,0.02819394909443148
ILMN_1663751__pvalue,3,0.03461640296206446
ILMN_2098446__pvalue,3,0.0455782959237653
ILMN_1769705__pvalue,3,0.02000349929258635
ILMN_1689560__pvalue,3,0.052089089329301584
ILMN_1768534__pvalue,3,0.027178321660074174
ILMN_1658494__pvalue,3,0.03781643570114123
ILMN_1751615__pvalue,3,0.008492324109822705
ILMN_1686135__pvalue,3,0.03382496614261997
ILMN_3182451__pvalue,3,0.021424297411535377
ILMN_1775336__pvalue,3,0.06279215976841869
ILMN_1722858__pvalue,3,0.02148353579005797
ILMN_2207291__pvalue,3,0.06697114908549227
ILMN_3245103__pvalue,3,0.044002328869675346
ILMN_1795930__pvalue,3,0.06862344826836496
ILMN_1659936__pvalue,3,0.06718080824288837
ILMN_1728106__pvalue,3,0.07592972686757847
ILMN_3235647__pvalue,3,0.052958869079679304
ILMN_1705985__pvalue,3,0.027357099482292233
ILMN_1901419__pvalue,3,0.0467535287548441
ILMN_1744508__pvalue,3,0.03126724376299459
ILMN_1657769__pvalue,3,0.04199773157602615
ILMN_1717639__pvalue,3,0.04379178956261558
ILMN_1755075__pvalue,3,0.032232828199910905
ILMN_1689525__pvalue,3,0.03969465680774113
ILMN_2382687__pvalue,3,0.04483194096776899
ILMN_2339955__pvalue,3,0.06313177702058642
ILMN_1815205__pvalue,3,0.0913873145127194
ILMN_1760575__pvalue,3,0.012651319867866221
ILMN_2355665__pvalue,3,0.037283175623937743
ILMN_2347298__pvalue,3,0.055795317531519825
ILMN_1663092__pvalue,3,0.04134587883588667
ILMN_1684553__pvalue,3,0.040144102343618954
ILMN_1763265__pvalue,3,0.01445898508611988
ILMN_2105573__pvalue,3,0.07182648792392245
ILMN_2187830__pvalue,3,0.0358225890917376
ILMN_1806023__signal,4,0.1056129977269595
ILMN_1810214__signal,4,0.02460795559892745
ILMN_1773154__signal,4,0.027478847349608506
ILMN_2197365__signal,4,0.012144251022019898
ILMN_1781285__signal,4,0.04056557822784003
ILMN_1669523__signal,4,0.1071093855485139
ILMN_1720829__signal,4,0.011454700121662637
ILMN_1751607__signal,4,0.15882072004570924
ILMN_1735014__signal,4,0.0281420562982285
ILMN_1775708__signal,4,0.00092330534960032
ILMN_1753111__signal,4,0.07714718410036112
ILMN_1762899__signal,4,0.1016114788254431
ILMN_1702691__signal,4,0.005627810206862828
ILMN_1718977__signal,4,0.0027950279448839504
ILMN_1703123__signal,4,0.01749396100703741
ILMN_1711069__signal,4,0.013202614699594807
ILMN_1782305__signal,4,0.0382339591526081
ILMN_1658494__signal,4,0.04099381170159204
ILMN_2207291__signal,4,0.035893447738889035
ILMN_1659936__signal,4,0.009565285245983914
ILMN_2382687__signal,4,0.03382352248362569
ILMN_2339955__signal,4,0.025516588125477666
ILMN_1773154__pvalue,4,0.055938064978511275
ILMN_1720829__pvalue,4,0.032967178375761644
ILMN_3272378__pvalue,4,0.0388430415935476
ILMN_1795937__pvalue,4,0.024214753189573977
ILMN_1696935__pvalue,4,0.020099560777224607
ILMN_1748124__pvalue,4,0.03208978177773116
ILMN_1750278__pvalue,4,0.013171677661946463
ILMN_1751607__pvalue,4,0.12291453840347222
ILMN_3237966__pvalue,4,0.004739935643467955
ILMN_2373266__pvalue,4,0.012453297585208847
ILMN_1679045__pvalue,4,0.027790530292604865
ILMN_3236653__pvalue,4,0.01618777703423215
ILMN_1746525__pvalue,4,0.005304876524749654
ILMN_1696911__pvalue,4,0.019890804409989603
ILMN_2134538__pvalue,4,0.011729319027961427
ILMN_1656111__pvalue,4,0.005717322406226619
ILMN_1661599__pvalue,4,0.011901513264722524
ILMN_1690844__pvalue,4,0.004782845512714422
ILMN_1720088__pvalue,4,0.016397776504244926
ILMN_2073235__pvalue,4,0.010678076173506554
ILMN_1672496__pvalue,4,0.005717420739826947
ILMN_1766221__pvalue,4,0.03167549605043024
ILMN_2038775__pvalue,4,0.008666418768903374
ILMN_1775708__pvalue,4,0.07645330361464549
ILMN_1753111__pvalue,4,0.09099913636590856
ILMN_1760347__pvalue,4,0.010536246495066815
ILMN_1762899__pvalue,4,0.14053314512375106
ILMN_3227315__pvalue,4,0.009679360810758734
ILMN_3275771__pvalue,4,0.010085847091513788
ILMN_2150654__pvalue,4,0.107727661156664
ILMN_2234016__pvalue,4,0.00933176735907816
ILMN_1681871__pvalue,4,0.00096315341666058
ILMN_1718977__pvalue,4,0.04842860618925248
ILMN_1651278__pvalue,4,0.029742125920520324
ILMN_1784661__pvalue,4,0.001177737978696585
ILMN_1703123__pvalue,4,0.0778905193721286
ILMN_2086077__pvalue,4,0.04326044980899102
ILMN_2096747__pvalue,4,0.04845155713883353
ILMN_2173835__pvalue,4,0.009593699249918894
ILMN_1698668__pvalue,4,0.0013482525765174972
ILMN_1654583__pvalue,4,0.026881809294677553
ILMN_3248703__pvalue,4,0.019926884041358683
ILMN_1663751__pvalue,4,0.014381551175689964
ILMN_1769705__pvalue,4,0.011440904629039033
ILMN_1702487__pvalue,4,0.11220581744108227
ILMN_2259633__pvalue,4,0.01879593522047554
ILMN_1658494__pvalue,4,0.041161062298419204
ILMN_1751615__pvalue,4,0.006821114901012858
ILMN_1656011__pvalue,4,0.044775742227291394
ILMN_1686135__pvalue,4,0.033135653845758874
ILMN_3182451__pvalue,4,0.022941644956723527
ILMN_1770085__pvalue,4,0.025952516284788688
ILMN_1719986__pvalue,4,0.028565003324934325
ILMN_2207291__pvalue,4,0.08533449838176047
ILMN_2401873__pvalue,4,0.035875733483453
ILMN_3245103__pvalue,4,0.026280385128326936
ILMN_1795930__pvalue,4,0.0563703952847376
ILMN_1659936__pvalue,4,0.06404381323437035
ILMN_1765725__pvalue,4,0.04461584715351998
ILMN_1728106__pvalue,4,0.06991103944604429
ILMN_3235647__pvalue,4,0.05436586305816354
ILMN_1705985__pvalue,4,0.03572680902096401
ILMN_1657769__pvalue,4,0.0400709002290262
ILMN_1717639__pvalue,4,0.049876295537733276
ILMN_1755075__pvalue,4,0.026409627459321787
ILMN_1689525__pvalue,4,0.007534138549551796
ILMN_2382687__pvalue,4,0.0653343462267634
ILMN_2339955__pvalue,4,0.0793504623301272
ILMN_1815205__pvalue,4,0.09884796777974557
ILMN_1750008__pvalue,4,0.04500515715050532
ILMN_2347298__pvalue,4,0.09069018930375278
ILMN_1663092__pvalue,4,0.05028761088267697
ILMN_1764970__pvalue,4,0.0006443621515809616
ILMN_1802205__pvalue,4,0.014947880989872315
ILMN_2385866__pvalue,4,0.022627438267250662
ILMN_1660357__pvalue,4,0.028883067210373245
ILMN_2105573__pvalue,4,0.10025013867412598
ILMN_2187830__pvalue,4,0.006969420263302408
ILMN_1806023__signal,5,0.10444175426780307
ILMN_1810214__signal,5,0.019055282259878115
ILMN_1773154__signal,5,0.022522831370093768
ILMN_2197365__signal,5,0.017771906097202212
ILMN_1781285__signal,5,0.03450118649897341
ILMN_1669523__signal,5,0.08874760642180154
ILMN_1720829__signal,5,0.005514934479195558
ILMN_2188333__signal,5,0.028810272419369846
ILMN_1751607__signal,5,0.1432433548625244
ILMN_1746408__signal,5,0.031091690150837275
ILMN_2376403__signal,5,0.03234019156080923
ILMN_1735014__signal,5,0.019947440837014618
ILMN_1775708__signal,5,0.03136403163787224
ILMN_1753111__signal,5,0.07707295883637708
ILMN_1762899__signal,5,0.09684642795494933
ILMN_1702691__signal,5,0.0061743609238228145
ILMN_1718977__signal,5,0.0027297138697271804
ILMN_1703123__signal,5,0.01737942211281584
ILMN_1711069__signal,5,0.00036408716562078106
ILMN_1782305__signal,5,0.04201178906291186
ILMN_1658494__signal,5,0.053576820265351405
ILMN_1656011__signal,5,0.018051340817978646
ILMN_1770085__signal,5,0.004356136023427326
ILMN_2207291__signal,5,0.03206029250968668
ILMN_1659936__signal,5,0.0031053960434459732
ILMN_1728106__signal,5,0.020701502941281397
ILMN_3235647__signal,5,0.03144313094943556
ILMN_2382687__signal,5,0.03812371182555857
ILMN_2339955__signal,5,0.041026703102496155
ILMN_1773154__pvalue,5,0.06679859939918767
ILMN_2197365__pvalue,5,0.05658691134904525
ILMN_1720829__pvalue,5,0.03808517965287394
ILMN_1696935__pvalue,5,0.029511416037031
ILMN_1748124__pvalue,5,0.030146934563647615
ILMN_1750278__pvalue,5,0.022284210912854877
ILMN_1751607__pvalue,5,0.13961719582955667
ILMN_2373266__pvalue,5,0.018863742660112447
ILMN_1679045__pvalue,5,0.010708393558154327
ILMN_3236653__pvalue,5,0.020037446706943157
ILMN_1746525__pvalue,5,0.006873885731183706
ILMN_1696911__pvalue,5,0.019760615690961846
ILMN_2134538__pvalue,5,0.013702494394212446
ILMN_1661599__pvalue,5,0.032161188772853344
ILMN_1690844__pvalue,5,5.6121405339178956e-05
ILMN_3236713__pvalue,5,0.009131335931742007
ILMN_1720088__pvalue,5,0.023971317059421394
ILMN_2073235__pvalue,5,0.017984744404407206
ILMN_1672496__pvalue,5,0.0004122664646556898
ILMN_2038775__pvalue,5,0.0026291767577098983
ILMN_1775708__pvalue,5,0.08832371248338422
ILMN_1753111__pvalue,5,0.1113144107527705
ILMN_2358277__pvalue,5,0.004982679694194789
ILMN_1762899__pvalue,5,0.16441837810156232
ILMN_3227315__pvalue,5,0.0042022876482216
ILMN_3275771__pvalue,5,0.012967652119030547
ILMN_2150654__pvalue,5,0.10684003703648362
ILMN_2234016__pvalue,5,0.004816686869982852
ILMN_1681871__pvalue,5,0.018083838076314782
ILMN_1718977__pvalue,5,0.05325718494920438
ILMN_1651278__pvalue,5,0.019333701530837168
ILMN_1703123__pvalue,5,0.08250313347760858
ILMN_1746968__pvalue,5,0.004099123416827131
ILMN_1782305__pvalue,5,0.052336423175839655
ILMN_2096747__pvalue,5,0.06596757486376412
ILMN_1654583__pvalue,5,0.030548479768017233
ILMN_3248703__pvalue,5,0.013602317703222993
ILMN_1663751__pvalue,5,0.012171767414512893
ILMN_2259633__pvalue,5,0.03428617038131808
ILMN_1658494__pvalue,5,0.07817670508766558
ILMN_1751615__pvalue,5,0.004408363705682757
ILMN_1656011__pvalue,5,0.044719307955928655
ILMN_1686135__pvalue,5,0.04109274541959896
ILMN_3182451__pvalue,5,0.01935401301855615
ILMN_1775336__pvalue,5,0.035120895073207974
ILMN_1719986__pvalue,5,0.021365297914564662
ILMN_2207291__pvalue,5,0.0742213363108422
ILMN_3245103__pvalue,5,0.037806763882665635
ILMN_1795930__pvalue,5,0.06218258055210131
ILMN_1659936__pvalue,5,0.06782307374260155
ILMN_1748476__pvalue,5,0.00952154818078288
ILMN_1728106__pvalue,5,0.06114640401918069
ILMN_3235647__pvalue,5,0.07606630800962738
ILMN_1705985__pvalue,5,0.041724499087573745
ILMN_1744508__pvalue,5,0.020336376980305965
ILMN_1657769__pvalue,5,0.015338122269665246
ILMN_1717639__pvalue,5,0.049988418810218184
ILMN_1755075__pvalue,5,0.013646365880785364
ILMN_1676718__pvalue,5,0.0351115704439594
ILMN_1689525__pvalue,5,0.021884590506436524
ILMN_2382687__pvalue,5,0.08233359103581271
ILMN_2339955__pvalue,5,0.08652809144324129
ILMN_1815205__pvalue,5,0.09932651985050553
ILMN_1760575__pvalue,5,0.0008539263363283072
ILMN_1708105__pvalue,5,0.01163068512887139
ILMN_2347298__pvalue,5,0.10510108839982633
ILMN_1663092__pvalue,5,0.053848507318366136
ILMN_1802205__pvalue,5,0.047348165503070236
ILMN_1684553__pvalue,5,0.02194674314997483
ILMN_2105573__pvalue,5,0.10150176741272175
ILMN_2187830__pvalue,5,0.029936283300601038
